h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
0.0,0.003305448,0.083483073,0.447009306,0.463065638,0.487427454,0.462597071,0.484947166,0.462667054,0.473977392,0.454252354,0.47800835,0.484910545,0.386629118,0.646630213,0.833316365,1.0,1.0,1.0,1.0,0.998929491,0.701712461,0.441132311
0.1795551,0.17703938,0.253141445,0.474993149,0.573812374,0.570687399,0.566921361,0.574859242,0.572895676,0.567960575,0.572824562,0.576637756,0.564273451,0.583481402,0.832290691,0.99905578,1.0,1.0,1.0,0.782493818,0.443015387,0.0,0.174615927
0.180652877,0.17961119,0.215513415,0.431221692,0.560331047,0.574086536,0.507162106,0.574962256,0.574962256,0.571643161,0.574962256,0.574962256,0.574962256,0.500492407,0.717676889,0.880719093,1.0,1.0,1.0,0.996997228,0.666589563,0.431221692,0.0
0.437839477,0.273379163,0.182329786,0.174789097,0.179287784,0.0,0.485790642,0.548975823,0.574402656,0.572335328,0.57525333,0.574488015,0.562816333,0.566993764,0.597480919,0.805742965,0.795171627,0.833090277,0.944037216,0.999614577,1.0,1.0,0.995035014
0.012212457,0.006973187,0.122860813,0.461104278,0.476448413,0.483540755,0.486224748,0.488457731,0.487505002,0.487662768,0.485134992,0.482963032,0.483584916,0.489264751,0.778976558,0.999998388,1.0,1.0,0.951726099,0.660216222,0.344840077,0.141620459,0.0
0.190022925,0.180455702,0.205365023,0.0,0.567039586,0.574040817,0.574962256,0.574962256,0.573040822,0.570230922,0.574962256,0.574962256,0.0,0.431221692,0.574742395,0.773387325,0.863899436,0.9999924,1.0,1.0,1.0,1.0,0.849957618
0.179519144,0.181435322,0.198421046,0.0,0.574962256,0.574220474,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.0,0.432357976,0.638839675,0.849693135,0.976045637,1.0,1.0,1.0,1.0,1.0,0.991395907
0.6,0.388992879,0.245919124,0.237463547,0.220703611,0.388760742,0.721371256,0.77687307,0.785468654,0.998667652,0.799673642,0.791349729,0.792328832,0.797812372,0.915763264,1.0,0.924150908,0.787332171,0.791088595,0.768832522,0.0,0.255952885,0.250346345
0.002421204,0.0,0.092860261,0.423714239,0.529196229,0.678511629,0.450617704,0.483168685,0.481539294,0.482515018,0.478935451,0.48103831,0.481774008,0.500634591,0.720396394,0.999857949,1.0,1.0,1.0,0.998648329,0.638682653,0.307355599,0.132311834
0.000527737,0.0,0.073447648,0.357003166,0.468352756,0.480841292,0.476288284,0.467979688,0.474566942,0.471693377,0.470036036,0.41529675,0.481538112,0.407851112,0.674548592,0.807674497,0.99874707,1.0,1.0,0.997303505,0.760104928,0.306203085,0.128776387
0.172335182,0.180183206,0.19564363,0.0,0.52617933,0.571889021,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.0,0.433038372,0.571767923,0.805182309,0.998346641,1.0,1.0,1.0,1.0,1.0,0.999933564
0.18099954,0.179382841,0.255146255,0.4979794,0.570547863,0.572334931,0.575869687,0.573786903,0.568613667,0.566362444,0.57004032,0.571208749,0.516092939,0.498962506,0.782220148,0.926586185,0.999994921,1.0,1.0,0.996363151,0.704785337,0.0,0.287322154
0.0,0.000968955,0.055575459,0.306416717,0.409364394,0.4772366,0.468684339,0.477559713,0.48167715,0.480868913,0.46761676,0.462422471,0.481697755,0.306416717,0.547842909,0.788338727,0.987134236,0.998856023,1.0,1.0,0.999436456,0.711557863,0.318829168
0.181131287,0.180363078,0.224169596,0.431206068,0.555274081,0.576059993,0.557568558,0.574941424,0.57432723,0.574941424,0.573179251,0.561471612,0.0,0.433543492,0.607524973,0.78143864,0.99819385,0.999963768,0.999963768,1.0,0.789001599,0.436901381,0.0
0.181256191,0.181173891,0.238513922,0.471271786,0.568287328,0.574897471,0.572684973,0.570025281,0.568498779,0.573802313,0.56932831,0.571913052,0.50299744,0.481191532,0.708639367,0.791610885,0.9996175,1.0,1.0,0.866077418,0.481822002,0.0,0.224178164
0.177805227,0.181218742,0.192727806,0.0,0.514725732,0.56436393,0.574962256,0.0,0.574962256,0.548811346,0.574962256,0.574962256,0.574962256,0.441822384,0.691345627,0.827639615,0.862443384,0.877221124,0.999657134,1.0,1.0,1.0,0.992735892
0.180991582,0.180097745,0.248268178,0.464878391,0.570180656,0.571007717,0.571129217,0.57607941,0.576776027,0.576353205,0.575027756,0.571207482,0.524995897,0.544571663,0.798026549,0.995908916,1.0,1.0,0.999836523,0.794739307,0.482264463,0.0,0.230620271
0.181011468,0.179826966,0.244039457,0.482960027,0.5872163,0.649781855,0.558758742,0.574726645,0.574722816,0.573184135,0.574254374,0.574318384,0.539050914,0.554640947,0.744024349,0.96965641,1.0,1.0,1.0,0.806809471,0.508203564,0.0,0.265187962
0.179542879,0.178804396,0.251734136,0.45395697,0.669516818,0.71870282,0.643785214,0.569599185,0.569932451,0.568482084,0.573406263,0.572077188,0.565017202,0.565158028,0.637263518,0.846704118,0.999231612,1.0,1.0,0.981838683,0.502263151,0.0,0.0
0.180795334,0.177239069,0.257717437,0.505041401,0.575223883,0.591642344,0.566222414,0.56747788,0.57223291,0.574578579,0.566017704,0.574463742,0.575232785,0.60667289,0.845116363,0.999893911,1.0,1.0,0.999780937,0.787390133,0.495403152,0.0,0.233178327
0.181316395,0.180774591,0.185313245,0.0,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.563660756,0.57245593,0.574962256,0.0,0.431221692,0.661176134,0.854418664,0.996550996,1.0,1.0,1.0,1.0,1.0,0.839703419
0.872043682,0.137719265,0.009863677,0.00395473,0.009171792,0.311672158,0.485892597,0.735896343,0.976246506,0.998386031,0.95613538,0.833530837,0.740852311,0.722211567,0.84027246,1.0,1.0,0.996609168,0.796838696,0.464094112,0.410009325,0.134601914,0.0
0.180542792,0.17866358,0.257729143,0.531775781,0.742995355,0.748430789,0.561093233,0.573308954,0.57796586,0.576418013,0.574881928,0.576345271,0.572535327,0.594248918,0.862601996,0.999880128,0.999880128,0.999880128,1.0,0.79032074,0.490113066,0.0,0.279499067
0.001412559,0.0,0.138101529,0.569877741,0.657106931,0.657106931,0.657106931,0.589935715,0.474814317,0.475680666,0.480361411,0.474527242,0.48039074,0.492951455,0.812339893,1.0,1.0,1.0,0.995222617,0.738624044,0.385152853,0.131460251,0.02477007
0.181267902,0.180531306,0.23819849,0.452069667,0.56953214,0.575839002,0.568916267,0.557454815,0.574112884,0.559455968,0.56401339,0.535527882,0.574429969,0.464963736,0.601323325,0.80138086,0.943393496,0.998980687,1.0,0.83328426,0.43127001,0.0,0.261540406
0.169939453,0.181833453,0.178242436,0.15819956,0.254390018,0.0,0.431221692,0.55755487,0.566496908,0.574295152,0.584744266,0.572127657,0.600552255,0.72007071,0.830682703,0.989683093,0.997564677,0.993439551,0.999557445,0.999679325,1.0,0.992376834,0.817099507
1.0,0.148519447,0.023908309,0.016884354,0.0,0.150962942,0.356188838,0.496246123,0.688593005,0.714223688,0.749322745,0.520490734,0.501052118,0.502362892,0.679233488,0.720041102,0.857686177,0.857686177,0.779731489,0.681005368,0.370755957,0.150962942,0.011434304
0.0,0.003564171,0.070694576,0.370050346,0.461057103,0.487298892,0.429816336,0.484378196,0.482817965,0.478685815,0.474284768,0.442345606,0.460899789,0.410656417,0.719282256,0.875128498,1.0,1.0,1.0,1.0,0.977350312,0.433131768,0.370738173
0.179993861,0.180580189,0.199750326,0.0,0.547940458,0.571892069,0.546669056,0.574863629,0.574863629,0.574863629,0.57367111,0.559867894,0.573092081,0.501058528,0.756719075,0.862639985,0.999828465,0.999828465,0.999828465,0.999828465,0.999828465,0.999828465,1.0
0.170707725,0.179302338,0.201542829,0.431221692,0.545469426,0.567514171,0.561008815,0.574962256,0.571780615,0.574962256,0.574394516,0.574962256,0.0,0.431221692,0.661132275,0.863120778,1.0,1.0,1.0,1.0,1.0,1.0,0.997580814
0.0,0.007894053,0.025774109,0.310497532,0.475275825,0.478319351,0.442249305,0.422854623,0.467051069,0.452473855,0.469305674,0.418812047,0.484747274,0.346061206,0.571735055,0.837464431,1.0,1.0,1.0,1.0,1.0,1.0,0.999930018
0.178329426,0.174958767,0.269537942,0.546264167,0.638859628,0.718743944,0.597614125,0.567735674,0.569504944,0.573553301,0.575771315,0.571976472,0.573022119,0.600562148,0.86244592,1.0,1.0,1.0,0.999999337,0.822112808,0.439961598,0.0,0.22335132
0.000493606,0.0,0.071564614,0.340247544,0.483261545,0.475912704,0.471341859,0.472529906,0.464838199,0.464184392,0.475934426,0.440501741,0.481184895,0.444881828,0.723242646,0.851572313,0.998580173,0.999874809,1.0,0.999863083,0.730494171,0.339296229,0.130275938
0.180313253,0.177145531,0.266708482,0.562858088,0.739661742,0.7701857,0.658473139,0.573756197,0.577287041,0.575862254,0.573458141,0.572684248,0.575653591,0.613430977,0.859543269,0.999992959,1.0,1.0,1.0,0.806556657,0.508016074,0.0,0.221021124
0.001380727,0.0,0.083091559,0.347287317,0.473765695,0.482455771,0.48168182,0.473419064,0.472578811,0.470816018,0.475812277,0.478177573,0.453527469,0.381936931,0.664732987,0.83237816,0.993915298,1.0,1.0,0.908903761,0.670462747,0.306905992,0.131748602
0.001250384,0.0,0.073323571,0.359190185,0.470409202,0.474476964,0.472001731,0.477576088,0.478333378,0.479178446,0.480153103,0.480981904,0.381309545,0.389065327,0.694903751,0.834855578,0.999885669,1.0,1.0,1.0,0.700160569,0.326386286,0.130671631
0.43122649,0.26302594,0.181446662,0.173462159,0.163694393,0.0,0.513617969,0.554425129,0.559177481,0.561719204,0.564855891,0.569116047,0.569485731,0.57343301,0.575499055,0.706155109,0.74773897,0.862443384,0.96335815,0.999990484,1.0,1.0,0.999747025
0.000859475,0.0,0.055599329,0.320578558,0.475890514,0.483922596,0.461800581,0.449919928,0.447340747,0.466929981,0.478542444,0.446336397,0.481497647,0.361100079,0.738048939,0.832195069,0.997684945,1.0,1.0,1.0,0.922060512,0.407623725,0.357868849
0.287481128,0.207179018,0.18143177,0.180103432,0.17143361,0.257393252,0.0,0.517878119,0.561545217,0.574257064,0.575788027,0.576238391,0.572959655,0.572493036,0.739577835,0.864620087,0.999956795,1.0,1.0,1.0,1.0,1.0,0.984115939
0.000173618,0.0,0.079633929,0.348959403,0.474813145,0.478217586,0.481661017,0.475886468,0.473407636,0.479311202,0.480919571,0.482198724,0.401238841,0.451447364,0.707375926,0.961898694,1.0,1.0,1.0,0.999488592,0.629606958,0.396794334,0.130946427
0.006025852,0.0,0.119592998,0.515141236,0.70978184,0.685787246,0.514740368,0.482215718,0.475457787,0.475429454,0.482949502,0.488771497,0.475707812,0.58832855,0.833237389,1.0,1.0,1.0,1.0,0.944523909,0.434446721,0.482536946,0.136199258
0.0,0.002046945,0.059177395,0.314485288,0.480347554,0.480919015,0.473669148,0.465609696,0.476344293,0.483438566,0.485342749,0.484101153,0.43655952,0.449390134,0.700328976,0.908180097,1.0,1.0,1.0,1.0,0.934930855,0.518231312,0.343491641
0.0,0.000769459,0.0535958,0.321285805,0.476051832,0.472752537,0.474935504,0.482910528,0.481903507,0.481889659,0.480743297,0.475444598,0.429199901,0.409820645,0.740771178,0.964666278,1.0,1.0,1.0,0.941662093,0.442353997,0.306539713,0.131289759
0.180409664,0.179439722,0.241239421,0.443333103,0.578416217,0.574261696,0.572237678,0.558010282,0.574962256,0.570254771,0.571562611,0.532659117,0.574962256,0.498004455,0.74288341,0.920145513,1.0,1.0,1.0,0.999917255,0.75974721,0.51033039,0.0
0.431395189,0.241800118,0.180845958,0.175390161,0.17764625,0.0,0.562438245,0.570876907,0.565094055,0.577256582,0.577005063,0.570003624,0.559545904,0.569173974,0.590376396,0.719736966,0.858387059,0.862443384,0.862453642,0.998530294,1.0,1.0,0.944675834
0.179229504,0.180038896,0.241399882,0.485081658,0.61046163,0.71870282,0.556593098,0.576845018,0.574377729,0.570292295,0.572970914,0.572348506,0.57601216,0.575682682,0.843015328,1.0,1.0,1.0,0.999845106,0.755976565,0.522795565,0.0,0.227939008
0.181084979,0.180890573,0.173631128,0.0,0.484771804,0.551399687,0.574210898,0.573416248,0.572905813,0.568977962,0.573782758,0.572287778,0.534634908,0.56583111,0.786805858,0.996013185,1.0,1.0,1.0,0.800037578,0.5134772,0.0,0.20027607
0.003183073,0.0,0.098580138,0.436002271,0.518943793,0.657678854,0.452074479,0.48168248,0.481772495,0.481350198,0.480048709,0.480884464,0.479440254,0.464645218,0.768173356,0.99367303,1.0,1.0,0.998703847,0.647882093,0.354303433,0.132908917,0.005611029
0.442780592,0.271303312,0.180304402,0.169975734,0.232131589,0.0,0.516864345,0.565068457,0.577267636,0.571787665,0.573998721,0.577032735,0.574558338,0.572609382,0.743664086,0.882524386,0.992468575,0.999468559,1.0,1.0,1.0,0.998552402,0.783686533
0.172252345,0.181293937,0.185275527,0.0,0.467054317,0.570807607,0.573547886,0.528301042,0.571205261,0.574962256,0.529756291,0.548434464,0.574962256,0.49789692,0.634994959,0.841852513,0.997625998,1.0,1.0,1.0,1.0,1.0,0.995883125
0.001680849,0.0,0.078811926,0.413765754,0.657029709,0.653805616,0.474783754,0.482685549,0.481462623,0.481957443,0.48284256,0.483094542,0.472766238,0.468526485,0.737695941,0.991212553,1.0,1.0,1.0,0.937893012,0.369677019,0.306616325,0.129266852
0.443276488,0.240019359,0.180647689,0.177260637,0.192940489,0.0,0.497400324,0.567795865,0.575985266,0.577692327,0.573123744,0.571498031,0.571480571,0.565571768,0.784397459,0.968651311,1.0,1.0,1.0,1.0,1.0,1.0,0.999556393
0.434739657,0.230941744,0.180843733,0.176836488,0.229683345,0.0,0.47969079,0.574041068,0.574727589,0.573679493,0.575236734,0.57387399,0.559838752,0.554392345,0.762868525,0.958412582,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.000791929,0.0,0.067020445,0.329947905,0.474140537,0.479413982,0.478462425,0.444224808,0.462560106,0.473660431,0.468442841,0.467140322,0.453132946,0.442494708,0.737171075,0.989942585,1.0,1.0,1.0,1.0,0.780285249,0.306004046,0.130618718
0.181133349,0.180976651,0.221740888,0.431409969,0.575938656,0.574651902,0.569877049,0.535433375,0.568735801,0.574962256,0.574962256,0.530155038,0.574962256,0.489004381,0.751542316,0.933153783,1.0,1.0,1.0,0.999902183,0.789522561,0.527413825,0.0
0.0,0.000311214,0.054388952,0.305572622,0.392906159,0.478789158,0.44086237,0.470540258,0.435173875,0.466177296,0.466136027,0.481066978,0.481066978,0.441328411,0.736525598,0.931426509,1.0,1.0,1.0,1.0,0.761713962,0.40789008,0.468923034
0.002527715,0.0,0.085691006,0.423607208,0.65765956,0.692013651,0.577682671,0.480607102,0.484429393,0.481831409,0.484982628,0.483389402,0.408549985,0.443031258,0.701721584,0.948907742,1.0,1.0,1.0,0.997380399,0.566894896,0.346267087,0.132860046
0.862443384,0.285559786,0.179535861,0.178129729,0.169022673,0.287481128,0.472354868,0.745838095,0.770517635,0.996325886,1.0,0.996024097,0.758523565,0.725456437,0.765232082,0.797951515,0.804925831,0.79046366,0.775581013,0.73996096,0.564586079,0.524270875,0.0
0.180280607,0.180093003,0.233286444,0.433694285,0.575565032,0.570928838,0.573357368,0.570651349,0.569885931,0.575550355,0.578011576,0.57181734,0.532824904,0.531646547,0.778431896,0.985964421,1.0,1.0,1.0,0.995871789,0.785079717,0.0,0.0
0.888794016,0.289471591,0.182422546,0.179382956,0.166621803,0.290029991,0.489929098,0.617826136,0.768304417,0.799025661,0.741064833,0.697912795,0.577487687,0.778530491,0.833839331,0.942069563,1.0,0.83441958,0.770638728,0.487824371,0.0,0.27145279,0.182784371
0.002494188,0.0,0.094645026,0.471587387,0.700254,0.72161322,0.495676226,0.481739863,0.481258418,0.502814684,0.580874031,0.656651116,0.538331029,0.615464227,0.832649508,0.999999943,1.0,1.0,0.999998002,0.746337268,0.409185184,0.308027982,0.128306587
0.30647939,0.08943448,0.001817056,0.0,0.003524506,0.131185772,0.312264518,0.460062366,0.484196215,0.484715318,0.484537436,0.48363993,0.418789119,0.446274859,0.487513775,0.803252909,0.832269502,0.832269502,0.848159336,1.0,1.0,1.0,1.0
0.439235801,0.247466539,0.179119793,0.177937937,0.220391803,0.0,0.471620874,0.561995173,0.573941891,0.576206497,0.577286644,0.573798345,0.526198953,0.544350046,0.712676881,0.826914479,0.994554882,1.0,1.0,1.0,0.995210872,0.766914935,0.860055973
0.181371872,0.180821589,0.239536051,0.477346523,0.564030142,0.574910762,0.553604265,0.555726449,0.555637934,0.570362442,0.570876384,0.550782687,0.530870464,0.508720768,0.717679418,0.878599088,0.999632001,0.999855613,1.0,0.96759998,0.797944589,0.0,0.287481128
0.00090416,0.0,0.056637192,0.317937013,0.472833618,0.486175487,0.474792703,0.479705285,0.481113078,0.479745706,0.479823612,0.480483072,0.456561135,0.463926992,0.717491466,0.927147519,1.0,1.0,1.0,0.998151712,0.573407864,0.334001073,0.132765831
0.178079798,0.180526485,0.179499076,0.0,0.512956496,0.564786894,0.574962256,0.0,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.464951841,0.567338222,0.827824937,0.862443384,0.862443384,0.998477265,1.0,1.0,1.0,0.990344776
0.412309182,0.214971022,0.181339247,0.180460386,0.197978651,0.0,0.574962256,0.542645021,0.569397208,0.577296024,0.576508933,0.575199432,0.576347821,0.574116262,0.741715681,0.888632126,0.999973698,0.999789787,1.0,1.0,1.0,1.0,1.0
0.443291963,0.228373502,0.180451178,0.17888117,0.171248937,0.0,0.573622548,0.498812033,0.57539015,0.577115294,0.577313278,0.574759094,0.571361229,0.571015079,0.716702756,0.908242895,0.999980656,1.0,1.0,1.0,1.0,1.0,0.999660017
0.180543094,0.179445372,0.246937358,0.497995297,0.58826974,0.71870282,0.565107125,0.57255215,0.572010685,0.574242344,0.577444066,0.575746133,0.553693554,0.562102499,0.785459831,0.998153547,1.0,1.0,1.0,0.851586483,0.495967527,0.0,0.245163934
